Time (s),RMS Current (A),Peak Current (A),Min Current (A)
4.388342,0.104729,-0.043199,-0.145302
4.388356,0.148846,-0.094251,-0.196353
4.388371,0.125936,-0.043199,-0.196353
4.388385,0.166518,-0.094251,-0.247404
4.388400,0.144054,-0.043199,-0.196353
4.388414,0.154529,0.007852,-0.196353
4.388429,0.136626,-0.094251,-0.145302
4.388443,0.162250,-0.043199,-0.247404
4.388458,0.117367,-0.094251,-0.145302
4.389822,0.102796,0.109954,-0.145302
4.389843,0.077951,-0.043199,-0.094251
4.389859,0.089894,0.161005,-0.094251
4.389874,0.097799,0.007852,-0.145302
4.389889,0.079982,0.007852,-0.145302
4.389903,0.252695,0.007852,-0.553711
4.389918,0.050475,0.007852,-0.094251
4.389933,0.050475,0.007852,-0.094251
4.389948,0.033829,0.007852,-0.043199
4.389963,0.059582,0.109954,-0.043199
4.389977,0.081716,0.161005,-0.043199
4.389992,0.059919,0.058903,-0.094251
4.390006,0.050475,0.007852,-0.094251
4.390021,0.065051,0.109954,-0.043199
4.390036,0.053932,0.007852,-0.094251
4.390051,0.038798,0.007852,-0.043199
4.390065,0.043199,-0.043199,-0.043199
4.390079,0.033829,0.007852,-0.043199
4.390094,0.033229,0.058903,-0.043199
4.390108,0.057180,-0.043199,-0.094251
4.407650,0.065666,0.007852,-0.094251
4.407680,0.038798,0.007852,-0.043199
4.407696,0.053932,0.007852,-0.094251
4.407711,0.084373,-0.043199,-0.145302
4.407726,0.038798,0.007852,-0.043199
4.407741,0.053932,0.007852,-0.094251
4.407756,0.033829,0.007852,-0.043199
4.407772,0.107373,0.212056,-0.094251
4.407787,0.134404,0.212056,-0.145302
4.407802,0.130159,0.212056,0.058903
4.407817,0.067172,0.109954,0.007852
4.407832,0.101813,0.109954,0.058903
4.407847,0.078969,0.109954,0.007852
4.407862,0.215527,0.467312,0.058903
4.407877,0.061891,0.109954,0.007852
4.407892,0.131691,0.263107,-0.043199
4.407906,0.038276,0.058903,-0.043199
4.407921,0.020556,0.007852,-0.043199
4.407935,0.070666,0.007852,-0.145302
4.407950,0.033829,0.007852,-0.043199
4.409390,0.053932,0.007852,-0.094251
4.409415,0.065666,0.007852,-0.094251
4.409431,0.038798,0.007852,-0.043199
4.409446,0.065666,0.007852,-0.094251
4.409461,0.094037,0.007852,-0.196353
4.409476,0.050475,0.007852,-0.094251
4.409491,0.057180,-0.043199,-0.094251
4.409506,0.070666,0.007852,-0.145302
4.409521,0.053932,0.007852,-0.094251
4.409536,0.093823,0.058903,-0.196353
4.409551,0.053932,0.007852,-0.094251
4.409565,0.038798,0.007852,-0.043199
4.409580,0.079982,0.007852,-0.145302
4.409595,0.089894,0.161005,-0.094251
4.409610,0.065666,0.007852,-0.094251
4.409625,0.124495,0.007852,-0.196353
4.409639,0.135299,-0.043199,-0.196353
4.409654,0.136626,-0.094251,-0.145302
4.409668,0.251502,-0.094251,-0.451608
4.409683,0.139098,-0.043199,-0.196353
4.411260,0.104729,-0.043199,-0.145302
4.411280,0.128457,0.109954,-0.196353
4.411296,0.077951,-0.043199,-0.094251
4.411311,0.165431,-0.094251,-0.298455
4.411325,0.136479,0.007852,-0.247404
4.411357,0.075601,0.007852,-0.094251
4.411375,0.077693,0.058903,-0.145302
4.411391,0.053558,0.058903,-0.094251
4.411406,0.038798,0.007852,-0.043199
4.411420,0.084373,-0.043199,-0.145302
4.411435,0.033829,0.007852,-0.043199
4.411449,0.033829,0.007852,-0.043199
4.411464,0.038798,0.007852,-0.043199
4.411478,0.077693,0.058903,-0.145302
4.411492,0.059582,0.109954,-0.043199
4.411507,0.033829,0.007852,-0.043199
4.411521,0.057180,-0.043199,-0.094251
4.411535,0.057180,-0.043199,-0.094251
4.411550,0.050475,0.007852,-0.094251
4.411565,0.053932,0.007852,-0.094251
4.412926,0.038798,0.007852,-0.043199
4.412946,0.038798,0.007852,-0.043199
4.412961,0.038798,0.007852,-0.043199
4.412976,0.043199,-0.043199,-0.043199
4.412991,0.053932,0.007852,-0.094251
4.413006,0.033829,0.007852,-0.043199
4.413020,0.093823,0.058903,-0.196353
4.413035,0.043199,-0.043199,-0.043199
4.413050,0.065666,0.007852,-0.094251
4.413064,0.027990,0.007852,-0.043199
4.413079,0.038798,0.007852,-0.043199
4.413093,0.059582,0.109954,-0.043199
4.413108,0.119564,0.161005,-0.145302
4.413122,0.145297,0.263107,0.007852
4.413136,0.058903,0.058903,0.058903
4.413151,0.098409,0.161005,0.058903
4.413165,0.067172,0.109954,0.007852
4.413179,0.046332,0.058903,-0.043199
4.413194,0.067172,0.109954,0.007852
4.413208,0.033229,0.058903,-0.043199
4.428580,0.042258,0.058903,-0.043199
4.428603,0.027990,0.007852,-0.043199
4.428620,0.088320,0.007852,-0.145302
4.428634,0.065666,0.007852,-0.094251
4.428649,0.027990,0.007852,-0.043199
4.428664,0.043199,-0.043199,-0.043199
4.428679,0.065666,0.007852,-0.094251
4.428696,0.053932,0.007852,-0.094251
4.428711,0.059919,0.058903,-0.094251
4.428726,0.046764,0.058903,-0.043199
4.428741,0.038798,0.007852,-0.043199
4.428755,0.042731,0.058903,-0.043199
4.428769,0.033829,0.007852,-0.043199
4.428784,0.075601,-0.043199,-0.145302
4.428798,0.038798,0.007852,-0.043199
4.428813,0.043199,-0.043199,-0.043199
4.428828,0.123037,-0.043199,-0.247404
4.428842,0.033829,0.007852,-0.043199
4.428856,0.038798,0.007852,-0.043199
4.428870,0.088320,0.007852,-0.145302
4.430244,0.148846,-0.094251,-0.196353
4.430304,0.136626,-0.094251,-0.145302
4.430320,0.144054,-0.094251,-0.196353
4.430335,0.141527,0.007852,-0.196353
4.430349,0.092316,-0.043199,-0.145302
4.430364,0.114250,0.007852,-0.145302
4.430379,0.090340,0.007852,-0.145302
4.430394,0.092316,-0.043199,-0.145302
4.430408,0.111227,-0.043199,-0.145302
4.430423,0.111227,-0.043199,-0.145302
4.430438,0.062858,0.007852,-0.094251
4.430452,0.086486,-0.043199,-0.094251
4.430466,0.057180,-0.043199,-0.094251
4.430481,0.145024,0.058903,-0.298455
4.430495,0.038276,0.058903,-0.043199
4.430510,0.059919,0.058903,-0.094251
4.430524,0.065666,0.007852,-0.094251
4.430539,0.137649,0.007852,-0.298455
4.430553,0.050475,0.007852,-0.094251
4.430567,0.084373,-0.043199,-0.145302
4.431921,0.094037,0.007852,-0.196353
4.431940,0.057180,-0.043199,-0.094251
4.431955,0.033829,0.007852,-0.043199
4.431970,0.057180,-0.043199,-0.094251
4.431984,0.038798,0.007852,-0.043199
4.432000,0.027990,0.007852,-0.043199
4.432015,0.042731,0.058903,-0.043199
4.432029,0.057180,-0.043199,-0.094251
4.432044,0.093608,0.109954,-0.094251
4.432059,0.053932,0.007852,-0.094251
4.432073,0.053932,0.007852,-0.094251
4.432088,0.038276,0.058903,-0.043199
4.432102,0.053932,0.007852,-0.094251
4.432116,0.070666,0.058903,-0.094251
4.432131,0.033829,0.007852,-0.043199
4.432145,0.053558,0.058903,-0.094251
4.432159,0.125295,0.109954,-0.145302
4.432173,0.272319,0.467312,0.058903
4.432188,0.093177,0.161005,-0.043199
4.432202,0.173472,0.263107,0.109954
4.449284,0.120731,0.212056,-0.094251
4.449304,0.092961,0.109954,0.058903
4.449319,0.087634,0.161005,-0.094251
4.449334,0.037747,0.058903,0.007852
4.449349,0.042258,0.058903,-0.043199
4.449363,0.027990,0.007852,-0.043199
4.449378,0.053932,0.007852,-0.094251
4.449393,0.038798,0.007852,-0.043199
4.449407,0.038798,0.007852,-0.043199
4.449422,0.082207,0.007852,-0.145302
4.449436,0.057180,-0.043199,-0.094251
4.449451,0.038798,0.007852,-0.043199
4.449465,0.043199,-0.043199,-0.043199
4.449480,0.033829,0.007852,-0.043199
4.449494,0.027990,0.007852,-0.043199
4.449509,0.057180,-0.043199,-0.094251
4.449523,0.146263,0.007852,-0.298455
4.449537,0.114250,-0.043199,-0.196353
4.449552,0.043199,-0.043199,-0.043199
4.449566,0.114074,0.007852,-0.247404
4.450915,0.057180,-0.043199,-0.094251
4.450933,0.042731,0.058903,-0.043199
4.450948,0.042731,0.007852,-0.094251
4.450963,0.146401,-0.043199,-0.247404
4.450977,0.111227,-0.043199,-0.145302
4.450992,0.111227,-0.043199,-0.145302
4.451007,0.156847,-0.145302,-0.196353
4.451022,0.258964,-0.043199,-0.502660
4.451037,0.120235,-0.043199,-0.196353
4.451051,0.148846,-0.094251,-0.196353
4.451066,0.117367,-0.094251,-0.145302
4.451080,0.138808,0.161005,-0.196353
4.451095,0.099628,-0.043199,-0.145302
4.451109,0.155692,-0.094251,-0.247404
4.451123,0.075601,0.007852,-0.094251
4.451138,0.075601,0.007852,-0.094251
4.451152,0.086486,-0.043199,-0.094251
4.451167,0.038798,0.007852,-0.043199
4.451181,0.077693,0.007852,-0.145302
4.451195,0.097799,-0.043199,-0.145302
4.452549,0.033829,0.007852,-0.043199
4.452568,0.038798,0.007852,-0.043199
4.452583,0.033829,0.007852,-0.043199
4.452598,0.027990,0.007852,-0.043199
4.452612,0.075601,-0.043199,-0.145302
4.452627,0.102991,-0.043199,-0.196353
4.452642,0.065666,0.007852,-0.094251
4.452657,0.038798,0.007852,-0.043199
4.452671,0.046764,0.058903,-0.043199
4.452685,0.038276,0.058903,-0.043199
4.452700,0.038798,0.007852,-0.043199
4.452714,0.043199,-0.043199,-0.043199
4.452728,0.043199,-0.043199,-0.043199
4.452744,0.121561,0.007852,-0.247404
4.452758,0.027990,0.007852,-0.043199
4.452773,0.038798,0.007852,-0.043199
4.452787,0.053932,0.007852,-0.094251
4.452801,0.056827,0.058903,-0.094251
4.452816,0.068359,-0.043199,-0.094251
4.452830,0.111763,0.212056,-0.043199
4.470093,0.108671,0.212056,-0.043199
4.470116,0.136622,0.161005,0.058903
4.470132,0.061891,0.109954,0.007852
4.470148,0.134104,0.212056,0.058903
4.470162,0.069806,0.109954,-0.043199
4.470177,0.052801,0.058903,0.007852
4.470192,0.061891,0.109954,0.007852
4.470206,0.033229,0.058903,-0.043199
4.470221,0.064741,0.109954,-0.043199
4.470237,0.083655,0.109954,-0.094251
4.470252,0.038798,0.007852,-0.043199
4.470266,0.073175,0.007852,-0.145302
4.470281,0.053932,0.007852,-0.094251
4.470296,0.038798,0.007852,-0.043199
4.470310,0.046764,0.058903,-0.043199
4.470324,0.050475,0.007852,-0.094251
4.470339,0.033829,0.007852,-0.043199
4.470353,0.038798,0.007852,-0.043199
4.470367,0.053932,0.007852,-0.094251
4.470382,0.033829,0.007852,-0.043199
4.471744,0.033829,0.007852,-0.043199
4.471763,0.057180,-0.043199,-0.094251
4.471779,0.043199,-0.043199,-0.043199
4.471794,0.043199,-0.043199,-0.043199
4.471808,0.062858,0.007852,-0.094251
4.471823,0.038798,0.007852,-0.043199
4.471837,0.059582,0.109954,-0.043199
4.471852,0.168553,-0.043199,-0.298455
4.471866,0.237142,-0.043199,-0.502660
4.471883,0.142796,-0.043199,-0.247404
4.471897,0.167599,-0.145302,-0.196353
4.471912,0.148846,-0.094251,-0.196353
4.471926,0.102991,-0.043199,-0.196353
4.471940,0.115819,-0.043199,-0.145302
4.471955,0.099628,-0.043199,-0.145302
4.471970,0.184346,-0.094251,-0.349506
4.471984,0.160136,-0.094251,-0.196353
4.471998,0.206601,-0.043199,-0.400557
4.472013,0.075601,0.007852,-0.094251
4.472027,0.169501,-0.043199,-0.349506
4.473378,0.092316,-0.043199,-0.145302
4.473398,0.065666,0.007852,-0.094251
4.473413,0.161009,-0.043199,-0.349506
4.473428,0.033829,0.007852,-0.043199
4.473443,0.100826,0.161005,-0.145302
4.473457,0.053932,0.007852,-0.094251
4.473472,0.038798,0.007852,-0.043199
4.473486,0.053932,0.007852,-0.094251
4.473501,0.053932,0.007852,-0.094251
4.473517,0.101224,0.007852,-0.196353
4.473531,0.065666,0.007852,-0.094251
4.473546,0.053932,0.007852,-0.094251
4.473560,0.033829,0.007852,-0.043199
4.473575,0.043199,-0.043199,-0.043199
4.473589,0.072899,0.109954,-0.094251
4.473603,0.067768,0.109954,-0.094251
4.473618,0.038798,0.007852,-0.043199
4.473632,0.056827,0.058903,-0.094251
4.473646,0.053932,0.007852,-0.094251
4.473660,0.068359,-0.043199,-0.094251
4.475011,0.042258,0.058903,-0.043199
4.475030,0.068359,-0.043199,-0.094251
4.475045,0.043199,-0.043199,-0.043199
4.475060,0.097180,0.161005,-0.094251
4.475074,0.145712,0.161005,-0.145302
4.475089,0.158874,0.212056,0.058903
4.475104,0.064741,0.109954,-0.043199
4.475118,0.078969,0.109954,0.007852
4.475133,0.072067,0.109954,0.058903
4.475147,0.103570,0.161005,0.007852
4.475162,0.064741,0.109954,-0.043199
4.475176,0.064741,0.109954,-0.043199
4.475190,0.056472,0.109954,-0.043199
4.475206,0.053181,0.109954,-0.043199
4.475220,0.033829,0.007852,-0.043199
4.475235,0.046764,0.007852,-0.094251
4.475249,0.042731,0.058903,-0.043199
4.475263,0.038798,0.007852,-0.043199
4.475277,0.038276,0.058903,-0.043199
4.475291,0.057180,-0.043199,-0.094251
4.483933,0.053932,0.007852,-0.094251
4.483956,0.057180,-0.043199,-0.094251
4.483971,0.038798,0.007852,-0.043199
4.483987,0.043199,-0.043199,-0.043199
4.484002,0.050475,0.007852,-0.094251
4.484016,0.062858,0.007852,-0.094251
4.484031,0.067768,0.109954,-0.094251
4.484046,0.046764,0.058903,-0.043199
4.484061,0.166277,0.058903,-0.349506
4.484076,0.065666,0.007852,-0.094251
4.484092,0.027990,0.007852,-0.043199
4.484106,0.097799,-0.043199,-0.145302
4.484121,0.163358,-0.094251,-0.247404
4.484135,0.117367,-0.094251,-0.145302
4.484150,0.127361,-0.094251,-0.145302
4.484165,0.147628,-0.043199,-0.196353
4.484179,0.068359,-0.043199,-0.094251
4.484193,0.156847,-0.145302,-0.196353
4.484208,0.086486,-0.043199,-0.094251
4.484222,0.117367,-0.094251,-0.145302
4.498070,0.086486,-0.043199,-0.094251
4.498096,0.092316,-0.043199,-0.145302
4.498111,0.099628,-0.043199,-0.145302
4.498127,0.086486,-0.043199,-0.094251
4.498142,0.068359,-0.043199,-0.094251
4.498156,0.065666,0.007852,-0.094251
4.498172,0.068359,-0.043199,-0.094251
4.498187,0.083655,0.161005,-0.043199
4.498201,0.043199,-0.043199,-0.043199
4.498216,0.038798,0.007852,-0.043199
4.498231,0.038798,0.007852,-0.043199
4.498245,0.043199,-0.043199,-0.043199
4.498260,0.033829,0.007852,-0.043199
4.498275,0.053932,0.007852,-0.094251
4.498340,0.038276,0.058903,-0.043199
4.498357,0.057180,-0.043199,-0.094251
4.498372,0.053932,0.007852,-0.094251
4.498386,0.053932,0.007852,-0.094251
4.498401,0.033829,0.007852,-0.043199
4.498415,0.038798,0.007852,-0.043199
4.499805,0.038798,0.007852,-0.043199
4.499825,0.053932,0.007852,-0.094251
4.499841,0.027990,0.007852,-0.043199
4.499856,0.042731,0.058903,-0.043199
4.499870,0.057180,-0.043199,-0.094251
4.499885,0.068359,-0.043199,-0.094251
4.499899,0.027990,0.007852,-0.043199
4.499915,0.049672,0.058903,-0.043199
4.499930,0.076912,0.109954,-0.043199
4.499944,0.114597,0.161005,0.058903
4.499959,0.027990,0.007852,-0.043199
4.499974,0.103570,0.161005,0.007852
4.499988,0.072067,0.109954,0.058903
4.500002,0.045895,0.058903,0.007852
4.500016,0.050075,0.058903,-0.094251
4.500031,0.042731,0.058903,-0.043199
4.500046,0.045895,0.058903,0.007852
4.500060,0.046764,0.007852,-0.094251
4.500075,0.038798,0.007852,-0.043199
4.500089,0.127045,0.109954,-0.196353
4.501453,0.053932,0.007852,-0.094251
4.501473,0.053932,0.007852,-0.094251
4.501488,0.050475,0.007852,-0.094251
4.501503,0.057180,-0.043199,-0.094251
4.501518,0.095937,-0.043199,-0.196353
4.501533,0.038798,0.007852,-0.043199
4.501548,0.057180,-0.043199,-0.094251
4.501563,0.038798,0.007852,-0.043199
4.501578,0.043199,-0.043199,-0.043199
4.501593,0.038798,0.007852,-0.043199
4.501607,0.073175,0.007852,-0.145302
4.501622,0.057180,-0.043199,-0.094251
4.501637,0.033829,0.007852,-0.043199
4.501651,0.081962,0.109954,-0.094251
4.501666,0.057180,-0.043199,-0.094251
4.501680,0.094037,0.007852,-0.196353
4.501695,0.131390,-0.043199,-0.145302
4.501709,0.136626,-0.094251,-0.145302
4.501724,0.140389,-0.094251,-0.196353
4.501738,0.140389,-0.094251,-0.196353
4.518839,0.068064,0.058903,-0.094251
4.518860,0.163358,-0.094251,-0.247404
4.518875,0.099628,-0.043199,-0.145302
4.518890,0.131390,-0.094251,-0.196353
4.518905,0.133958,-0.043199,-0.247404
4.518919,0.065666,0.007852,-0.094251
4.518935,0.086253,0.058903,-0.145302
4.518950,0.099628,-0.043199,-0.145302
4.518965,0.043199,-0.043199,-0.043199
4.518979,0.053932,0.007852,-0.094251
4.518994,0.068359,-0.043199,-0.094251
4.519008,0.053932,0.007852,-0.094251
4.519023,0.168433,0.007852,-0.349506
4.519037,0.056472,0.109954,-0.043199
4.519052,0.050475,0.007852,-0.094251
4.519067,0.057180,-0.043199,-0.094251
4.519082,0.059582,0.109954,-0.043199
4.519096,0.109041,0.212056,-0.094251
4.519110,0.068359,-0.043199,-0.094251
4.519125,0.075601,0.007852,-0.094251
4.520477,0.161009,-0.043199,-0.349506
4.520496,0.075334,0.058903,-0.145302
4.520511,0.043199,-0.043199,-0.043199
4.520526,0.053932,0.007852,-0.094251
4.520540,0.033829,0.007852,-0.043199
4.520555,0.038798,0.007852,-0.043199
4.520570,0.057180,-0.043199,-0.094251
4.520585,0.073175,0.007852,-0.145302
4.520599,0.095937,-0.043199,-0.196353
4.520614,0.038798,0.007852,-0.043199
4.520629,0.095937,-0.043199,-0.196353
4.520644,0.085785,0.161005,-0.094251
4.520658,0.112302,0.109954,-0.196353
4.520673,0.132752,0.161005,0.109954
4.520687,0.042258,0.058903,-0.043199
4.520701,0.072067,0.109954,0.058903
4.520716,0.101813,0.109954,0.058903
4.520730,0.139383,0.263107,-0.094251
4.520745,0.085315,0.161005,0.007852
4.520760,0.033829,0.007852,-0.043199
4.522102,0.064741,0.109954,-0.043199
4.522121,0.056115,0.109954,0.007852
4.522136,0.050475,0.007852,-0.094251
4.522151,0.027990,0.007852,-0.043199
4.522166,0.087863,0.161005,-0.094251
4.522181,0.050475,0.007852,-0.094251
4.522196,0.043199,-0.043199,-0.043199
4.522211,0.062858,0.007852,-0.094251
4.522226,0.033829,0.007852,-0.043199
4.522240,0.073175,0.007852,-0.145302
4.522255,0.038798,0.007852,-0.043199
4.522270,0.033829,0.007852,-0.043199
4.522284,0.027990,0.007852,-0.043199
4.522299,0.038798,0.007852,-0.043199
4.522313,0.117195,-0.043199,-0.247404
4.522328,0.065666,0.007852,-0.094251
4.522342,0.033829,0.007852,-0.043199
4.522357,0.038276,0.058903,-0.043199
4.522371,0.038798,0.007852,-0.043199
4.522385,0.120235,-0.043199,-0.196353
4.539466,0.136626,-0.094251,-0.145302
4.539486,0.136626,-0.094251,-0.145302
4.539502,0.127361,-0.094251,-0.145302
4.539517,0.178601,-0.043199,-0.298455
4.539532,0.118725,0.007852,-0.196353
4.539546,0.159005,-0.043199,-0.247404
4.539562,0.111227,-0.043199,-0.145302
4.539576,0.121727,-0.043199,-0.145302
4.539591,0.141527,0.007852,-0.247404
4.539606,0.129854,0.058903,-0.247404
4.539620,0.077951,-0.043199,-0.094251
4.539635,0.084373,-0.043199,-0.145302
4.539650,0.084373,-0.043199,-0.145302
4.539665,0.038798,0.007852,-0.043199
4.539679,0.053932,0.007852,-0.094251
4.539694,0.050475,0.007852,-0.094251
4.539708,0.053558,0.058903,-0.094251
4.539722,0.038798,0.007852,-0.043199
4.539737,0.038798,0.007852,-0.043199
4.539751,0.038798,0.007852,-0.043199
4.541100,0.038798,0.007852,-0.043199
4.541120,0.038798,0.007852,-0.043199
4.541136,0.033829,0.007852,-0.043199
4.541151,0.043199,-0.043199,-0.043199
4.541165,0.038798,0.007852,-0.043199
4.541180,0.073175,0.007852,-0.145302
4.541194,0.038798,0.007852,-0.043199
4.541209,0.079982,0.007852,-0.145302
4.541224,0.043199,-0.043199,-0.043199
4.541239,0.114074,0.007852,-0.247404
4.541253,0.053932,0.007852,-0.094251
4.541268,0.084373,-0.043199,-0.145302
4.541282,0.053932,0.007852,-0.094251
4.541297,0.057180,-0.043199,-0.094251
4.541311,0.037747,0.058903,0.007852
4.541326,0.070380,0.109954,-0.094251
4.541340,0.134104,0.212056,0.058903
4.541355,0.155559,0.212056,0.109954
4.541369,0.056115,0.058903,-0.043199
4.541384,0.072067,0.109954,0.058903
4.542730,0.117704,0.212056,0.007852
4.542747,0.079477,0.058903,-0.145302
4.542764,0.095516,0.058903,-0.196353
4.542779,0.037747,0.058903,0.007852
4.542794,0.042258,0.058903,-0.043199
4.542809,0.020556,0.007852,-0.043199
4.542823,0.027990,0.007852,-0.043199
4.542838,0.075334,0.058903,-0.145302
4.542852,0.073175,0.007852,-0.145302
4.542867,0.043199,-0.043199,-0.043199
4.542881,0.050475,0.007852,-0.094251
4.542896,0.043199,-0.043199,-0.043199
4.542911,0.068359,-0.043199,-0.094251
4.542926,0.050475,0.007852,-0.094251
4.542940,0.050475,0.007852,-0.094251
4.542955,0.059582,0.109954,-0.043199
4.542969,0.059919,0.058903,-0.094251
4.542984,0.084373,-0.043199,-0.145302
4.542998,0.070666,0.007852,-0.145302
4.543012,0.027990,0.007852,-0.043199
4.544362,0.053932,0.007852,-0.094251
4.544381,0.057180,-0.043199,-0.094251
4.544397,0.046764,0.007852,-0.094251
4.544411,0.095937,0.007852,-0.145302
4.544426,0.175658,-0.043199,-0.298455
4.544441,0.156847,-0.145302,-0.196353
4.544456,0.140389,-0.094251,-0.196353
4.544471,0.215716,-0.094251,-0.400557
4.544485,0.094037,0.007852,-0.145302
4.544500,0.115819,-0.043199,-0.196353
4.544514,0.109593,-0.043199,-0.196353
4.544529,0.090340,0.007852,-0.145302
4.544543,0.099628,-0.043199,-0.145302
4.544558,0.125936,-0.043199,-0.196353
4.544572,0.082207,0.007852,-0.145302
4.544587,0.065666,0.007852,-0.094251
4.544601,0.084373,-0.043199,-0.145302
4.544615,0.123037,-0.043199,-0.247404
4.544630,0.067768,0.109954,-0.094251
4.544644,0.057180,-0.043199,-0.094251
4.560461,0.101224,0.007852,-0.196353
4.560483,0.043199,-0.043199,-0.043199
4.560498,0.042731,0.058903,-0.043199
4.560513,0.043199,-0.043199,-0.043199
4.560528,0.068359,-0.043199,-0.094251
4.560543,0.050475,0.007852,-0.094251
4.560558,0.043199,-0.043199,-0.043199
4.560573,0.053932,0.007852,-0.094251
4.560588,0.038276,0.058903,-0.043199
4.560602,0.056827,0.058903,-0.094251
4.560617,0.043199,-0.043199,-0.043199
4.560632,0.038798,0.007852,-0.043199
4.560646,0.107373,0.212056,-0.094251
4.560661,0.020556,0.007852,-0.043199
4.560677,0.038798,0.007852,-0.043199
4.560691,0.038798,0.007852,-0.043199
4.560706,0.038798,0.007852,-0.043199
4.560720,0.046764,0.058903,-0.043199
4.560735,0.079982,0.007852,-0.145302
4.560749,0.083655,0.161005,-0.043199
4.562337,0.127514,0.212056,0.007852
4.562356,0.105298,0.161005,-0.043199
4.562372,0.098409,0.161005,0.058903
4.562387,0.100225,0.109954,-0.043199
4.562401,0.079223,0.109954,-0.043199
4.562416,0.067172,0.109954,0.007852
4.562431,0.069806,0.109954,-0.043199
4.562446,0.074529,0.109954,0.007852
4.562499,0.037747,0.058903,0.007852
4.562515,0.020556,0.007852,-0.043199
4.562530,0.042731,0.058903,-0.043199
4.562544,0.033829,0.007852,-0.043199
4.562559,0.042731,0.058903,-0.043199
4.562573,0.053932,0.007852,-0.094251
4.562588,0.027990,0.007852,-0.043199
4.562602,0.042731,0.058903,-0.043199
4.562617,0.121561,0.007852,-0.247404
4.562631,0.075601,0.007852,-0.094251
4.562645,0.059582,0.109954,-0.043199
4.562660,0.070666,0.007852,-0.145302
4.564019,0.057180,-0.043199,-0.094251
4.564039,0.127986,0.263107,-0.094251
4.564054,0.084373,-0.043199,-0.145302
4.564069,0.073175,0.007852,-0.145302
4.564084,0.053932,0.007852,-0.094251
4.564098,0.043199,-0.043199,-0.043199
4.564112,0.038276,0.058903,-0.043199
4.564127,0.092316,-0.043199,-0.145302
4.564142,0.121727,-0.043199,-0.145302
4.564156,0.140389,-0.094251,-0.196353
4.564170,0.099628,-0.043199,-0.145302
4.564185,0.154529,-0.043199,-0.247404
4.564199,0.092316,-0.043199,-0.145302
4.564213,0.208244,0.007852,-0.400557
4.564228,0.124495,0.007852,-0.196353
4.564242,0.094251,-0.094251,-0.094251
4.564256,0.097799,-0.043199,-0.145302
4.564270,0.188114,-0.094251,-0.298455
4.564285,0.109593,-0.043199,-0.196353
4.564299,0.050475,0.007852,-0.094251
4.581311,0.099628,-0.043199,-0.145302
4.581334,0.068359,-0.043199,-0.094251
4.581349,0.090340,0.007852,-0.145302
4.581364,0.053932,0.007852,-0.094251
4.581379,0.056472,0.109954,-0.043199
4.581393,0.038798,0.007852,-0.043199
4.581408,0.038798,0.007852,-0.043199
4.581423,0.027990,0.007852,-0.043199
4.581438,0.068359,-0.043199,-0.094251
4.581452,0.038276,0.058903,-0.043199
4.581467,0.033829,0.007852,-0.043199
4.581481,0.057180,-0.043199,-0.094251
4.581496,0.020556,0.007852,-0.043199
4.581511,0.053932,0.007852,-0.094251
4.581525,0.059582,0.109954,-0.043199
4.581539,0.053932,0.007852,-0.094251
4.581553,0.065666,0.007852,-0.094251
4.581568,0.056827,0.058903,-0.094251
4.581582,0.033829,0.007852,-0.043199
4.581596,0.038798,0.007852,-0.043199
4.582959,0.079477,0.161005,-0.043199
4.582978,0.050475,0.007852,-0.094251
4.582993,0.038798,0.007852,-0.043199
4.583008,0.102404,0.212056,-0.043199
4.583023,0.098817,0.161005,-0.094251
4.583037,0.136622,0.161005,0.058903
4.583052,0.072067,0.109954,0.058903
4.583067,0.121887,0.161005,0.109954
4.583081,0.113189,0.212056,0.007852
4.583096,0.069806,0.109954,-0.043199
4.583111,0.056472,0.058903,-0.094251
4.583125,0.056115,0.109954,0.007852
4.583140,0.061891,0.109954,0.007852
4.583155,0.046764,0.007852,-0.094251
4.583169,0.042731,0.058903,-0.043199
4.583184,0.184887,0.263107,-0.298455
4.583198,0.033829,0.007852,-0.043199
4.583213,0.057180,-0.043199,-0.094251
4.583227,0.033829,0.007852,-0.043199
4.583241,0.043199,-0.043199,-0.043199
4.584590,0.043199,-0.043199,-0.043199
4.584610,0.053932,0.007852,-0.094251
4.584625,0.038798,0.007852,-0.043199
4.584640,0.090340,0.007852,-0.145302
4.584656,0.050475,0.007852,-0.094251
4.584670,0.033829,0.007852,-0.043199
4.584685,0.033829,0.007852,-0.043199
4.584699,0.119396,0.263107,-0.043199
4.584714,0.043199,-0.043199,-0.043199
4.584728,0.142655,0.007852,-0.298455
4.584743,0.057180,-0.043199,-0.094251
4.584758,0.053932,0.007852,-0.094251
4.584772,0.127361,-0.094251,-0.145302
4.584787,0.169620,-0.043199,-0.247404
4.584801,0.140389,-0.094251,-0.196353
4.584816,0.140389,-0.094251,-0.196353
4.584830,0.084373,-0.043199,-0.145302
4.584844,0.125936,-0.043199,-0.196353
4.584858,0.082207,0.007852,-0.145302
4.584872,0.121727,-0.094251,-0.196353
4.601952,0.099628,-0.043199,-0.145302
4.601971,0.094251,-0.094251,-0.094251
4.601986,0.059919,0.058903,-0.094251
4.602001,0.043199,-0.043199,-0.043199
4.602015,0.050475,0.007852,-0.094251
4.602030,0.097594,0.058903,-0.196353
4.602044,0.075601,-0.043199,-0.145302
4.602059,0.123037,-0.043199,-0.247404
