Time (s),RMS Current (A),Peak Current (A),Min Current (A)
1.425264,0.057180,-0.043199,-0.094251
1.425278,0.111227,-0.043199,-0.145302
1.425293,0.160136,-0.094251,-0.196353
1.425308,0.180611,-0.145302,-0.247404
1.425322,0.130009,-0.043199,-0.196353
1.425337,0.104729,-0.043199,-0.145302
1.425351,0.151118,-0.043199,-0.247404
1.425365,0.109593,-0.043199,-0.196353
1.426903,0.152307,-0.094251,-0.196353
1.426922,0.115819,-0.043199,-0.196353
1.426937,0.086486,-0.043199,-0.094251
1.426952,0.111227,-0.043199,-0.145302
1.426967,0.084373,-0.043199,-0.145302
1.426981,0.123037,-0.043199,-0.247404
1.426996,0.043199,-0.043199,-0.043199
1.427010,0.161009,-0.043199,-0.349506
1.427026,0.043199,-0.043199,-0.043199
1.427040,0.027990,0.007852,-0.043199
1.427054,0.027990,0.007852,-0.043199
1.427069,0.057180,-0.043199,-0.094251
1.427084,0.042731,0.058903,-0.043199
1.427098,0.053932,0.007852,-0.094251
1.427113,0.065666,0.007852,-0.094251
1.427127,0.043199,-0.043199,-0.043199
1.427141,0.057180,-0.043199,-0.094251
1.427155,0.033829,0.007852,-0.043199
1.427170,0.043199,-0.043199,-0.043199
1.427184,0.053932,0.007852,-0.094251
1.444107,0.073175,0.007852,-0.145302
1.444125,0.038798,0.007852,-0.043199
1.444141,0.043199,-0.043199,-0.043199
1.444155,0.046764,0.058903,-0.043199
1.444170,0.092316,-0.043199,-0.145302
1.444185,0.038276,0.058903,-0.043199
1.444200,0.053932,0.007852,-0.094251
1.444214,0.043199,-0.043199,-0.043199
1.444229,0.057180,-0.043199,-0.094251
1.444244,0.056115,0.109954,0.007852
1.444258,0.155559,0.212056,0.109954
1.444273,0.083655,0.109954,-0.094251
1.444287,0.094882,0.161005,0.007852
1.444302,0.056115,0.109954,0.007852
1.444316,0.045895,0.058903,0.007852
1.444330,0.143073,0.314159,0.007852
1.444345,0.045895,0.058903,0.007852
1.444359,0.056115,0.109954,0.007852
1.444373,0.074798,0.161005,-0.043199
1.444388,0.042731,0.058903,-0.043199
1.445734,0.050475,0.007852,-0.094251
1.445753,0.050475,0.007852,-0.094251
1.445768,0.115645,0.007852,-0.247404
1.445783,0.062537,0.109954,-0.043199
1.445797,0.043199,-0.043199,-0.043199
1.445812,0.079477,0.161005,-0.043199
1.445826,0.086253,0.058903,-0.145302
1.445841,0.033829,0.007852,-0.043199
1.445856,0.068359,-0.043199,-0.094251
1.445870,0.068359,-0.043199,-0.094251
1.445885,0.043199,-0.043199,-0.043199
1.445900,0.057180,-0.043199,-0.094251
1.445914,0.043199,-0.043199,-0.043199
1.445929,0.057180,-0.043199,-0.094251
1.445943,0.042731,0.058903,-0.043199
1.445957,0.042731,0.007852,-0.094251
1.445972,0.057180,-0.043199,-0.094251
1.445986,0.135299,-0.043199,-0.196353
1.446000,0.133958,0.007852,-0.196353
1.446014,0.140389,-0.094251,-0.196353
1.447467,0.160136,-0.094251,-0.196353
1.447492,0.099628,-0.043199,-0.145302
1.447508,0.151118,-0.043199,-0.247404
1.447523,0.112481,0.109954,-0.196353
1.447539,0.097799,-0.043199,-0.145302
1.447554,0.117367,-0.094251,-0.145302
1.447569,0.090340,0.007852,-0.145302
1.447584,0.121727,-0.043199,-0.145302
1.447599,0.075601,0.007852,-0.094251
1.447613,0.120235,-0.043199,-0.196353
1.447628,0.053932,0.007852,-0.094251
1.447643,0.033829,0.007852,-0.043199
1.447657,0.068359,-0.043199,-0.094251
1.447672,0.038798,0.007852,-0.043199
1.447686,0.075334,0.058903,-0.145302
1.447701,0.038798,0.007852,-0.043199
1.447715,0.057180,-0.043199,-0.094251
1.447730,0.043199,-0.043199,-0.043199
1.447744,0.038798,0.007852,-0.043199
1.447758,0.043199,-0.043199,-0.043199
1.465104,0.043199,-0.043199,-0.043199
1.465128,0.050475,0.007852,-0.094251
1.465145,0.043199,-0.043199,-0.043199
1.465160,0.057180,-0.043199,-0.094251
1.465175,0.043199,-0.043199,-0.043199
1.465189,0.038798,0.007852,-0.043199
1.465204,0.043199,-0.043199,-0.043199
1.465219,0.053932,0.007852,-0.094251
1.465235,0.038798,0.007852,-0.043199
1.465249,0.053932,0.007852,-0.094251
1.465264,0.038798,0.007852,-0.043199
1.465279,0.043199,-0.043199,-0.043199
1.465293,0.038798,0.007852,-0.043199
1.465308,0.124009,0.161005,-0.196353
1.465322,0.136622,0.161005,0.058903
1.465337,0.123359,0.212056,0.058903
1.465351,0.098409,0.161005,0.058903
1.465365,0.114597,0.161005,0.058903
1.465380,0.078969,0.109954,0.007852
1.465394,0.069806,0.109954,-0.043199
1.466769,0.081222,0.161005,0.007852
1.466790,0.189913,0.416261,0.007852
1.466805,0.042731,0.058903,-0.043199
1.466820,0.068064,0.007852,-0.145302
1.466834,0.042731,0.058903,-0.043199
1.466849,0.070380,0.058903,-0.145302
1.466864,0.050475,0.007852,-0.094251
1.466878,0.053932,0.007852,-0.094251
1.466893,0.053932,0.007852,-0.094251
1.466908,0.050475,0.007852,-0.094251
1.466922,0.033829,0.007852,-0.043199
1.466937,0.033829,0.007852,-0.043199
1.466951,0.043199,-0.043199,-0.043199
1.466965,0.042731,0.058903,-0.043199
1.466980,0.053932,0.007852,-0.094251
1.466994,0.057180,-0.043199,-0.094251
1.467009,0.053932,0.007852,-0.094251
1.467023,0.053932,0.007852,-0.094251
1.467037,0.053932,0.007852,-0.094251
1.467051,0.057180,-0.043199,-0.094251
1.468414,0.057180,-0.043199,-0.094251
1.468433,0.156847,-0.145302,-0.196353
1.468448,0.135299,-0.043199,-0.196353
1.468463,0.130009,0.007852,-0.145302
1.468478,0.136479,0.058903,-0.196353
1.468492,0.102991,-0.043199,-0.196353
1.468507,0.214130,-0.094251,-0.349506
1.468522,0.133958,0.007852,-0.196353
1.468536,0.121727,-0.043199,-0.145302
1.468551,0.135299,-0.043199,-0.196353
1.468565,0.099628,-0.043199,-0.145302
1.468580,0.147628,-0.094251,-0.247404
1.468594,0.082207,0.007852,-0.145302
1.468609,0.099628,-0.043199,-0.145302
1.468623,0.068359,-0.043199,-0.094251
1.468638,0.057180,-0.043199,-0.094251
1.468652,0.038798,0.007852,-0.043199
1.468667,0.072345,0.109954,-0.043199
1.468681,0.038798,0.007852,-0.043199
1.468695,0.038798,0.007852,-0.043199
1.470044,0.057180,-0.043199,-0.094251
1.470067,0.075601,-0.043199,-0.145302
1.470083,0.043199,-0.043199,-0.043199
1.470098,0.043199,-0.043199,-0.043199
1.470116,0.038798,0.007852,-0.043199
1.470130,0.065666,0.007852,-0.094251
1.470145,0.095937,-0.043199,-0.196353
1.470160,0.038798,0.007852,-0.043199
1.470174,0.043199,-0.043199,-0.043199
1.470189,0.050475,0.007852,-0.094251
1.470203,0.033829,0.007852,-0.043199
1.470218,0.043199,-0.043199,-0.043199
1.470232,0.038798,0.007852,-0.043199
1.470247,0.056472,0.109954,-0.043199
1.470261,0.065666,0.007852,-0.094251
1.470275,0.053932,0.007852,-0.094251
1.470290,0.057180,-0.043199,-0.094251
1.470304,0.134553,0.263107,-0.145302
1.470319,0.167355,0.212056,0.109954
1.470333,0.101813,0.109954,0.058903
1.485923,0.123359,0.212056,0.058903
1.485945,0.119058,0.161005,0.058903
1.485961,0.058903,0.058903,0.058903
1.485976,0.116161,0.212056,0.058903
1.485991,0.070094,0.109954,-0.094251
1.486005,0.052801,0.058903,0.007852
1.486020,0.046332,0.058903,-0.043199
1.486035,0.053558,0.058903,-0.094251
1.486050,0.096973,0.212056,-0.043199
1.486065,0.050475,0.007852,-0.094251
1.486079,0.053932,0.007852,-0.094251
1.486094,0.095516,0.161005,-0.094251
1.486109,0.038798,0.007852,-0.043199
1.486124,0.057180,-0.043199,-0.094251
1.486139,0.082207,0.007852,-0.145302
1.486154,0.075601,-0.043199,-0.145302
1.486168,0.057180,-0.043199,-0.094251
1.486182,0.057180,-0.043199,-0.094251
1.486197,0.033829,0.007852,-0.043199
1.486211,0.057180,-0.043199,-0.094251
1.487570,0.059919,0.058903,-0.094251
1.487589,0.062858,0.007852,-0.094251
1.487604,0.057180,-0.043199,-0.094251
1.487619,0.043199,-0.043199,-0.043199
1.487633,0.115645,0.007852,-0.247404
1.487689,0.140389,-0.094251,-0.196353
1.487705,0.233565,-0.043199,-0.349506
1.487720,0.148846,-0.094251,-0.196353
1.487735,0.136626,-0.094251,-0.145302
1.487749,0.112660,0.007852,-0.196353
1.487764,0.203177,-0.043199,-0.400557
1.487778,0.077951,-0.043199,-0.094251
1.487793,0.082207,0.007852,-0.145302
1.487807,0.099628,-0.043199,-0.145302
1.487821,0.092316,-0.043199,-0.145302
1.487836,0.190759,-0.043199,-0.400557
1.487850,0.053932,0.007852,-0.094251
1.487864,0.077951,-0.043199,-0.094251
1.487879,0.082207,0.007852,-0.145302
1.487893,0.038798,0.007852,-0.043199
1.489244,0.065666,0.007852,-0.094251
1.489262,0.053932,0.007852,-0.094251
1.489278,0.043199,-0.043199,-0.043199
1.489293,0.038798,0.007852,-0.043199
1.489307,0.057180,-0.043199,-0.094251
1.489322,0.075334,0.058903,-0.145302
1.489336,0.053932,0.007852,-0.094251
1.489351,0.068359,-0.043199,-0.094251
1.489366,0.062858,0.007852,-0.094251
1.489381,0.038798,0.007852,-0.043199
1.489396,0.043199,-0.043199,-0.043199
1.489410,0.053932,0.007852,-0.094251
1.489424,0.094037,0.007852,-0.196353
1.489438,0.118555,0.058903,-0.247404
1.489453,0.073175,0.007852,-0.145302
1.489467,0.050475,0.007852,-0.094251
1.489481,0.057180,-0.043199,-0.094251
1.489496,0.073175,0.007852,-0.145302
1.489510,0.038276,0.058903,-0.043199
1.489525,0.043199,-0.043199,-0.043199
1.506620,0.057180,-0.043199,-0.094251
1.506642,0.118385,0.058903,-0.196353
1.506658,0.142792,0.161005,0.109954
1.506672,0.106810,0.161005,0.058903
1.506687,0.081222,0.161005,0.007852
1.506702,0.101813,0.109954,0.058903
1.506717,0.072067,0.109954,0.058903
1.506731,0.089220,0.109954,0.007852
1.506746,0.027262,0.058903,0.007852
1.506761,0.061891,0.109954,0.007852
1.506775,0.020556,0.007852,-0.043199
1.506789,0.102991,-0.043199,-0.196353
1.506804,0.046764,0.007852,-0.094251
1.506818,0.050475,0.007852,-0.094251
1.506833,0.062537,0.109954,-0.043199
1.506847,0.033829,0.007852,-0.043199
1.506861,0.053932,0.007852,-0.094251
1.506876,0.043199,-0.043199,-0.043199
1.506891,0.038798,0.007852,-0.043199
1.506905,0.053932,0.007852,-0.094251
1.508265,0.038798,0.007852,-0.043199
1.508286,0.059919,0.058903,-0.094251
1.508302,0.102991,-0.043199,-0.196353
1.508317,0.105869,0.109954,-0.145302
1.508332,0.046764,0.058903,-0.043199
1.508347,0.046764,0.058903,-0.043199
1.508362,0.075601,-0.043199,-0.145302
1.508377,0.081962,0.109954,-0.094251
1.508391,0.033829,0.007852,-0.043199
1.508407,0.114250,0.007852,-0.145302
1.508421,0.104729,-0.043199,-0.145302
1.508436,0.117367,-0.094251,-0.145302
1.508451,0.144054,-0.043199,-0.196353
1.508466,0.132605,-0.043199,-0.247404
1.508480,0.111227,-0.043199,-0.145302
1.508495,0.099425,0.007852,-0.196353
1.508509,0.068359,-0.043199,-0.094251
1.508524,0.092316,-0.043199,-0.145302
1.508539,0.077951,-0.043199,-0.094251
1.508553,0.077951,-0.043199,-0.094251
1.509908,0.077951,-0.043199,-0.094251
1.509928,0.057180,-0.043199,-0.094251
1.509944,0.050475,0.007852,-0.094251
1.509959,0.038798,0.007852,-0.043199
1.509974,0.046764,0.058903,-0.043199
1.509989,0.043199,-0.043199,-0.043199
1.510004,0.057180,-0.043199,-0.094251
1.510018,0.057180,-0.043199,-0.094251
1.510033,0.038798,0.007852,-0.043199
1.510048,0.087863,0.161005,-0.094251
1.510063,0.053932,0.007852,-0.094251
1.510077,0.059582,0.109954,-0.043199
1.510092,0.059919,0.058903,-0.094251
1.510106,0.077951,-0.043199,-0.094251
1.510121,0.033829,0.007852,-0.043199
1.510135,0.062858,0.007852,-0.094251
1.510149,0.057180,-0.043199,-0.094251
1.510165,0.166156,0.109954,-0.349506
1.510180,0.043199,-0.043199,-0.043199
1.510195,0.033829,0.007852,-0.043199
1.527502,0.057180,-0.043199,-0.094251
1.527528,0.038276,0.058903,-0.043199
1.527544,0.043199,-0.043199,-0.043199
1.527559,0.084373,-0.043199,-0.145302
1.527574,0.053932,0.007852,-0.094251
1.527589,0.096973,0.212056,-0.043199
1.527604,0.124813,0.161005,-0.043199
1.527619,0.111583,0.161005,0.007852
1.527634,0.114597,0.161005,0.058903
1.527649,0.098409,0.161005,0.058903
1.527664,0.092961,0.109954,0.058903
1.527679,0.096766,0.161005,-0.043199
1.527694,0.045895,0.058903,0.007852
1.527709,0.037747,0.058903,0.007852
1.527724,0.053558,0.058903,-0.094251
1.527738,0.046764,0.058903,-0.043199
1.527753,0.038276,0.058903,-0.043199
1.527767,0.068064,0.007852,-0.145302
1.527782,0.043199,-0.043199,-0.043199
1.527796,0.033829,0.007852,-0.043199
1.529179,0.043199,-0.043199,-0.043199
1.529199,0.075601,-0.043199,-0.145302
1.529215,0.046764,0.058903,-0.043199
1.529230,0.027990,0.007852,-0.043199
1.529244,0.042731,0.058903,-0.043199
1.529259,0.043199,-0.043199,-0.043199
1.529274,0.117195,-0.043199,-0.247404
1.529289,0.053932,0.007852,-0.094251
1.529303,0.038798,0.007852,-0.043199
1.529318,0.050475,0.007852,-0.094251
1.529332,0.043199,-0.043199,-0.043199
1.529347,0.027990,0.007852,-0.043199
1.529361,0.038798,0.007852,-0.043199
1.529376,0.104537,0.058903,-0.145302
1.529390,0.117367,-0.094251,-0.145302
1.529405,0.106438,-0.094251,-0.145302
1.529420,0.117367,-0.094251,-0.145302
1.529434,0.104729,-0.043199,-0.145302
1.529448,0.123037,0.058903,-0.145302
1.529463,0.086486,-0.043199,-0.094251
1.530823,0.086486,-0.043199,-0.094251
1.530843,0.111227,-0.043199,-0.145302
1.530858,0.077951,-0.043199,-0.094251
1.530874,0.062858,0.007852,-0.094251
1.530889,0.065666,0.007852,-0.094251
1.530903,0.068359,-0.043199,-0.094251
1.530918,0.068359,-0.043199,-0.094251
1.530933,0.138953,-0.043199,-0.298455
1.530947,0.053932,0.007852,-0.094251
1.530962,0.033829,0.007852,-0.043199
1.530977,0.053932,0.007852,-0.094251
1.530991,0.053932,0.007852,-0.094251
1.531006,0.033829,0.007852,-0.043199
1.531022,0.068359,-0.043199,-0.094251
1.531036,0.043199,-0.043199,-0.043199
1.531051,0.099425,0.007852,-0.196353
1.531065,0.043199,-0.043199,-0.043199
1.531080,0.050475,0.007852,-0.094251
1.531094,0.043199,-0.043199,-0.043199
1.531108,0.038798,0.007852,-0.043199
1.532459,0.073175,0.007852,-0.145302
1.532478,0.057180,-0.043199,-0.094251
1.532493,0.062537,0.109954,-0.043199
1.532508,0.033829,0.007852,-0.043199
1.532523,0.057180,-0.043199,-0.094251
1.532537,0.050475,0.007852,-0.094251
1.532552,0.053558,0.058903,-0.094251
1.532567,0.056827,0.058903,-0.094251
1.532581,0.038798,0.007852,-0.043199
1.532596,0.083895,0.109954,-0.094251
1.532611,0.173472,0.263107,0.109954
1.532625,0.151114,0.263107,0.058903
1.532640,0.067172,0.109954,0.007852
1.532654,0.166394,0.263107,0.007852
1.532669,0.083173,0.109954,0.058903
1.532683,0.052801,0.058903,0.007852
1.532698,0.100426,0.212056,-0.043199
1.532712,0.037747,0.058903,0.007852
1.532727,0.072623,0.109954,-0.094251
1.532741,0.042258,0.058903,-0.043199
1.548170,0.136331,0.007852,-0.298455
1.548195,0.084373,-0.043199,-0.145302
1.548211,0.033829,0.007852,-0.043199
1.548226,0.081469,0.161005,-0.043199
1.548241,0.027990,0.007852,-0.043199
1.548255,0.059582,0.109954,-0.043199
1.548271,0.033829,0.007852,-0.043199
1.548286,0.038798,0.007852,-0.043199
1.548300,0.075601,0.007852,-0.094251
1.548315,0.038798,0.007852,-0.043199
1.548330,0.057180,-0.043199,-0.094251
1.548345,0.038798,0.007852,-0.043199
1.548360,0.033829,0.007852,-0.043199
1.548374,0.095937,-0.043199,-0.196353
1.548388,0.043199,-0.043199,-0.043199
1.548403,0.075067,0.109954,-0.094251
1.548417,0.033829,0.007852,-0.043199
1.548431,0.114250,0.007852,-0.196353
1.548446,0.155692,-0.094251,-0.247404
1.548460,0.148846,-0.094251,-0.196353
1.549837,0.159005,-0.094251,-0.247404
1.549858,0.130009,-0.043199,-0.196353
1.549874,0.120235,-0.043199,-0.196353
1.549889,0.130009,-0.043199,-0.196353
1.549904,0.111227,-0.043199,-0.145302
1.549920,0.106438,-0.094251,-0.145302
1.549935,0.115819,-0.043199,-0.145302
1.549949,0.090340,0.007852,-0.145302
1.549964,0.068359,-0.043199,-0.094251
1.549979,0.043199,-0.043199,-0.043199
1.549994,0.043199,-0.043199,-0.043199
1.550009,0.057180,-0.043199,-0.094251
1.550024,0.088092,0.109954,-0.145302
1.550038,0.033829,0.007852,-0.043199
1.550053,0.053932,0.007852,-0.094251
1.550067,0.033829,0.007852,-0.043199
1.550082,0.043199,-0.043199,-0.043199
1.550097,0.033829,0.007852,-0.043199
1.550162,0.053932,0.007852,-0.094251
1.550178,0.081962,0.109954,-0.094251
1.551550,0.053932,0.007852,-0.094251
1.551572,0.038798,0.007852,-0.043199
1.551587,0.033829,0.007852,-0.043199
1.551603,0.043199,-0.043199,-0.043199
1.551618,0.043199,-0.043199,-0.043199
1.551632,0.053932,0.007852,-0.094251
1.551648,0.038798,0.007852,-0.043199
1.551662,0.038798,0.007852,-0.043199
1.551677,0.053932,0.007852,-0.094251
1.551692,0.038798,0.007852,-0.043199
1.551706,0.043199,-0.043199,-0.043199
1.551721,0.033829,0.007852,-0.043199
1.551735,0.038798,0.007852,-0.043199
1.551750,0.089670,0.161005,-0.094251
1.551764,0.146397,0.212056,0.109954
1.551780,0.111583,0.161005,0.058903
1.551794,0.083173,0.109954,0.058903
1.551808,0.106810,0.161005,0.058903
1.551822,0.042258,0.058903,-0.043199
1.551837,0.067172,0.109954,0.007852
1.568877,0.074798,0.109954,-0.094251
1.568900,0.042258,0.058903,-0.043199
1.568917,0.074798,0.109954,-0.094251
1.568932,0.141948,0.314159,-0.043199
1.568947,0.056827,0.058903,-0.094251
1.568961,0.062858,0.007852,-0.094251
1.568976,0.042731,0.058903,-0.043199
1.568990,0.038798,0.007852,-0.043199
1.569005,0.038798,0.007852,-0.043199
1.569020,0.053932,0.007852,-0.094251
1.569035,0.050475,0.007852,-0.094251
1.569049,0.043199,-0.043199,-0.043199
1.569064,0.043199,-0.043199,-0.043199
1.569079,0.033829,0.007852,-0.043199
1.569093,0.073175,0.007852,-0.145302
1.569107,0.038798,0.007852,-0.043199
1.569122,0.038798,0.007852,-0.043199
1.569136,0.075601,-0.043199,-0.145302
1.569150,0.056827,0.058903,-0.094251
1.569165,0.046764,0.058903,-0.043199
1.570525,0.038798,0.007852,-0.043199
1.570545,0.111227,-0.043199,-0.145302
1.570561,0.111227,-0.043199,-0.145302
1.570576,0.147628,-0.094251,-0.247404
1.570591,0.136626,-0.094251,-0.145302
1.570606,0.149919,-0.043199,-0.247404
1.570621,0.140389,-0.094251,-0.196353
1.570635,0.090340,0.007852,-0.145302
1.570650,0.099628,-0.043199,-0.145302
1.570665,0.104729,-0.043199,-0.145302
1.570680,0.077951,-0.043199,-0.094251
1.570694,0.109593,-0.043199,-0.196353
1.570709,0.057180,-0.043199,-0.094251
1.570724,0.057180,-0.043199,-0.094251
1.570738,0.175544,0.007852,-0.349506
1.570753,0.053932,0.007852,-0.094251
1.570768,0.075601,-0.043199,-0.145302
1.570782,0.042731,0.058903,-0.043199
1.570797,0.159884,0.007852,-0.349506
1.570812,0.038798,0.007852,-0.043199
1.572351,0.046764,0.058903,-0.043199
1.572371,0.033829,0.007852,-0.043199
1.572388,0.068359,-0.043199,-0.094251
1.572403,0.084373,-0.043199,-0.145302
1.572418,0.043199,-0.043199,-0.043199
1.572433,0.038798,0.007852,-0.043199
1.572448,0.090117,0.007852,-0.196353
1.572463,0.123037,-0.043199,-0.247404
1.572478,0.043199,-0.043199,-0.043199
1.572492,0.038798,0.007852,-0.043199
1.572507,0.056472,0.109954,-0.043199
1.572522,0.027990,0.007852,-0.043199
1.572537,0.033829,0.007852,-0.043199
1.572551,0.046764,0.058903,-0.043199
1.572567,0.033829,0.007852,-0.043199
1.572582,0.053932,0.007852,-0.094251
1.572596,0.050475,0.007852,-0.094251
1.572611,0.172895,0.314159,-0.196353
1.572625,0.113189,0.212056,0.007852
1.572639,0.126091,0.161005,0.058903
1.589556,0.078969,0.109954,0.007852
1.589580,0.081222,0.109954,-0.043199
1.589596,0.061891,0.109954,0.007852
1.589611,0.072067,0.109954,0.058903
1.589626,0.096973,0.212056,-0.043199
1.589641,0.042258,0.058903,-0.043199
1.589655,0.056472,0.058903,-0.094251
1.589670,0.042258,0.058903,-0.043199
1.589685,0.038798,0.007852,-0.043199
1.589700,0.057180,-0.043199,-0.094251
1.589715,0.020556,0.007852,-0.043199
1.589730,0.046764,0.058903,-0.043199
1.589744,0.038798,0.007852,-0.043199
1.589759,0.082207,0.007852,-0.145302
1.589773,0.057180,-0.043199,-0.094251
1.589788,0.038798,0.007852,-0.043199
1.589802,0.033829,0.007852,-0.043199
1.589816,0.043199,-0.043199,-0.043199
1.589831,0.117195,-0.043199,-0.247404
1.589846,0.057180,-0.043199,-0.094251
1.591265,0.053932,0.007852,-0.094251
1.591291,0.092098,0.007852,-0.196353
1.591309,0.068359,-0.043199,-0.094251
1.591326,0.050475,0.007852,-0.094251
1.591358,0.038798,0.007852,-0.043199
1.591375,0.092316,-0.043199,-0.145302
1.591392,0.135299,-0.043199,-0.196353
1.591408,0.136626,-0.094251,-0.145302
1.591423,0.117367,-0.094251,-0.145302
1.591437,0.135299,-0.043199,-0.196353
1.591453,0.121727,-0.043199,-0.145302
1.591467,0.127361,-0.094251,-0.145302
1.591482,0.077951,-0.043199,-0.094251
1.591497,0.184346,-0.094251,-0.349506
1.591512,0.128457,0.109954,-0.196353
1.591527,0.099628,-0.043199,-0.145302
1.591541,0.128614,-0.043199,-0.247404
1.591555,0.102991,-0.043199,-0.196353
1.591570,0.084373,-0.043199,-0.145302
1.591584,0.079982,0.007852,-0.145302
1.592948,0.038798,0.007852,-0.043199
1.592968,0.118725,0.007852,-0.196353
1.592983,0.088092,0.109954,-0.094251
1.592999,0.038798,0.007852,-0.043199
1.593013,0.053932,0.007852,-0.094251
1.593028,0.075601,-0.043199,-0.145302
1.593044,0.084135,0.058903,-0.145302
1.593059,0.057180,-0.043199,-0.094251
1.593073,0.046764,0.058903,-0.043199
1.593087,0.038798,0.007852,-0.043199
1.593102,0.053932,0.007852,-0.094251
1.593117,0.050475,0.007852,-0.094251
1.593132,0.065666,0.007852,-0.094251
1.593146,0.027990,0.007852,-0.043199
1.593161,0.038798,0.007852,-0.043199
1.593175,0.057180,-0.043199,-0.094251
1.593190,0.027990,0.007852,-0.043199
1.593204,0.033829,0.007852,-0.043199
1.593219,0.038798,0.007852,-0.043199
1.593233,0.043199,-0.043199,-0.043199
1.594588,0.065359,0.058903,-0.094251
1.594608,0.111583,0.161005,0.007852
1.594623,0.161005,0.161005,0.161005
1.594639,0.119058,0.161005,0.058903
1.594653,0.106998,0.212056,-0.043199
1.594668,0.114597,0.161005,0.058903
1.594683,0.079223,0.109954,-0.094251
1.594698,0.114597,0.161005,0.058903
1.594713,0.076912,0.161005,0.007852
1.594727,0.007852,0.007852,0.007852
1.594742,0.091220,0.161005,0.007852
1.594756,0.059582,0.058903,-0.094251
1.594771,0.050075,0.058903,-0.043199
1.594785,0.027990,0.007852,-0.043199
1.594800,0.046764,0.058903,-0.043199
1.594814,0.038798,0.007852,-0.043199
1.594828,0.027990,0.007852,-0.043199
1.594843,0.073175,0.007852,-0.145302
1.594857,0.027990,0.007852,-0.043199
1.594871,0.050475,0.007852,-0.094251
1.610396,0.065666,0.007852,-0.094251
1.610425,0.053932,0.007852,-0.094251
1.610440,0.073175,0.007852,-0.145302
1.610456,0.038798,0.007852,-0.043199
1.610471,0.038798,0.007852,-0.043199
1.610486,0.065666,0.007852,-0.094251
1.610501,0.033829,0.007852,-0.043199
1.610516,0.033829,0.007852,-0.043199
1.610531,0.043199,-0.043199,-0.043199
1.610545,0.090340,0.007852,-0.145302
1.610562,0.190864,-0.094251,-0.349506
1.610577,0.140389,-0.094251,-0.196353
1.610592,0.123037,0.058903,-0.145302
1.610607,0.187152,-0.043199,-0.349506
1.610622,0.114074,0.109954,-0.145302
1.610637,0.151118,-0.043199,-0.247404
1.610651,0.099628,-0.043199,-0.145302
1.610666,0.097799,0.007852,-0.145302
1.610681,0.099628,-0.043199,-0.145302
1.610695,0.125936,-0.043199,-0.196353
1.612131,0.077951,-0.043199,-0.094251
1.612154,0.075601,-0.043199,-0.145302
1.612170,0.079982,0.007852,-0.145302
1.612186,0.079982,0.058903,-0.094251
1.612200,0.057180,-0.043199,-0.094251
1.612215,0.043199,-0.043199,-0.043199
1.612230,0.230367,0.007852,-0.502660
1.612246,0.053932,0.007852,-0.094251
1.612260,0.070666,0.007852,-0.145302
1.612275,0.068359,-0.043199,-0.094251
1.612290,0.050475,0.007852,-0.094251
1.612304,0.042731,0.058903,-0.043199
1.612319,0.107186,0.161005,-0.043199
1.612333,0.042731,0.058903,-0.043199
1.612348,0.053932,0.007852,-0.094251
1.612362,0.042731,0.058903,-0.043199
1.612376,0.077693,0.058903,-0.145302
1.612391,0.043199,-0.043199,-0.043199
1.612407,0.038798,0.007852,-0.043199
1.612422,0.046764,0.058903,-0.043199
1.613791,0.102404,0.212056,-0.043199
1.613817,0.057180,-0.043199,-0.094251
1.613832,0.033829,0.007852,-0.043199
1.613848,0.053932,0.007852,-0.094251
1.613863,0.180388,0.007852,-0.349506
1.613877,0.105489,0.161005,-0.043199
1.613892,0.114597,0.161005,0.058903
1.613907,0.156715,0.263107,0.058903
1.613921,0.069806,0.109954,-0.043199
1.613936,0.131538,0.212056,0.007852
1.613950,0.072067,0.109954,0.058903
1.613965,0.119058,0.161005,0.058903
1.614025,0.042258,0.058903,-0.043199
1.614042,0.061891,0.109954,0.007852
1.614057,0.049672,0.058903,-0.043199
1.614071,0.042258,0.058903,-0.043199
1.614085,0.057180,-0.043199,-0.094251
1.614100,0.042731,0.058903,-0.043199
1.614114,0.068359,-0.043199,-0.094251
1.614128,0.038798,0.007852,-0.043199
1.631112,0.038798,0.007852,-0.043199
1.631136,0.043199,-0.043199,-0.043199
1.631152,0.053932,0.007852,-0.094251
1.631168,0.053932,0.007852,-0.094251
1.631183,0.038798,0.007852,-0.043199
1.631198,0.027990,0.007852,-0.043199
1.631213,0.053932,0.007852,-0.094251
1.631227,0.038798,0.007852,-0.043199
1.631243,0.038798,0.007852,-0.043199
1.631257,0.065666,0.007852,-0.094251
1.631272,0.027990,0.007852,-0.043199
1.631287,0.033829,0.007852,-0.043199
1.631301,0.075601,-0.043199,-0.145302
1.631316,0.104729,-0.043199,-0.145302
1.631331,0.152307,-0.094251,-0.196353
1.631364,0.160136,-0.094251,-0.196353
1.631380,0.145302,-0.145302,-0.145302
1.631395,0.147628,-0.043199,-0.196353
1.631410,0.092316,-0.043199,-0.145302
1.631424,0.120235,0.007852,-0.145302
1.632797,0.161134,-0.043199,-0.298455
1.632818,0.106438,-0.094251,-0.145302
1.632833,0.094251,-0.094251,-0.094251
1.632848,0.057180,-0.043199,-0.094251
1.632863,0.068359,-0.043199,-0.094251
1.632878,0.120235,-0.043199,-0.196353
1.632893,0.084373,-0.043199,-0.145302
1.632908,0.046764,0.058903,-0.043199
